ga.regionId,ga.source,ga.medium,ga.sessions,ga.deviceCategory,ga.users,ga.pageviews,ga.transactions,ga.transactionRevenue
20277,moulinex,link-building,30,desktop,10,138,0,0
20277,moulinex,link-building,10,tablet,3,69,0,0
20277,msn,organic,10,mobile,3,59,0,0
20277,my-tenerife.com,referral,13,desktop,7,59,0,0
20277,my.parallaxsearch.com,referral,33,desktop,13,89,0,0
20277,mys.yoursearch.me,referral,7,desktop,3,7,0,0
20277,mysearch.com,referral,7,mobile,3,7,0,0
20277,mystart3.dealwifi.com,referral,7,desktop,3,26,0,0
20277,nvidia.es,referral,7,desktop,3,7,0,0
20277,ocu.org,referral,10,tablet,3,10,0,0
20277,ofertolino.es,referral,7,mobile,3,92,0,0
20277,paypal.es,referral,10,desktop,3,40,0,0
20277,philips,link-building,40,desktop,13,59,0,0
20277,philips,link-building,40,mobile,13,89,0,0
20277,plantronics.com,referral,10,desktop,3,30,0,0
20277,play.cadenaser.com,referral,7,desktop,3,7,0,0
20277,pro-tenerife.ru,referral,7,mobile,3,26,0,0
20277,redirect.viglink.com,referral,10,desktop,3,40,0,0
20277,reg_site,newsletter,135,desktop,63,346,0,0
20277,reg_site,newsletter,79,mobile,36,267,0,0
20277,reg_site,newsletter,13,tablet,7,13,0,0
20277,rockstargames.com,referral,10,desktop,3,10,0,0
20277,rowenta,link-building,7,desktop,3,46,0,0
20277,samsung,link-building,145,desktop,43,303,0,0
20277,samsung,link-building,3,desktop,3,13,0,0
20277,samsung,link-building,69,mobile,16,129,0,0
20277,samsung,link-building,20,tablet,7,20,0,0
20277,samsung.com,referral,7,desktop,3,7,0,0
20277,se.search.yahoo.com,referral,10,desktop,3,40,0,0
20277,soluciona,newsletter,386,desktop,168,1025,0,0
20277,soluciona,newsletter,468,mobile,201,1447,0,0
20277,soluciona,newsletter,86,tablet,30,297,0,0
20277,startsiden,organic,10,desktop,3,49,0,0
20277,suche.t-online.de,referral,26,desktop,3,369,0,0
20277,t.co,referral,16,mobile,7,16,0,0
20277,t.xataka.com,referral,7,tablet,3,33,0,0
20277,tefal.es,referral,7,mobile,3,46,0,0
20277,tiendeo.com,referral,56,desktop,23,165,0,0
20277,tiendeo.com,referral,20,mobile,10,20,0,0
20277,tiendeo.com,referral,26,tablet,10,165,0,0
20277,twitter,rrss,7,desktop,3,7,0,0
20277,twitter,rrss,20,mobile,7,237,0,0
20277,viview.inspsearch.com,referral,10,desktop,3,20,0,0
20277,vocento,display,109,desktop,36,844,0,0
20277,vocento,display,3,desktop,3,66,0,0
20277,vocento,display,33,mobile,16,40,0,0
20277,vocento,display,115,tablet,43,514,0,0
20277,wdc.com,referral,10,desktop,3,49,0,0
20277,web.whatsapp.com,referral,10,desktop,3,10,0,0
20277,wheretobuy.seagate.com,referral,7,mobile,3,7,0,0
20277,wiko,link-building,10,tablet,3,49,0,0
20277,www3.gobiernodecanarias.org,referral,16,desktop,7,56,0,0
20277,xataka.com,referral,53,desktop,20,188,0,0
20277,xbox.com,referral,20,desktop,10,26,0,0
20277,xbox.com,referral,10,mobile,3,20,0,0
20277,yahoo,display,119,desktop,56,185,0,0
20277,yahoo,display,13,mobile,7,40,0,0
20277,yahoo,organic,307,desktop,115,1734,0,0
20277,yahoo,organic,36,mobile,16,96,0,0
20277,yahoo,organic,26,tablet,10,356,0,0
20277,yandex,organic,10,mobile,3,326,0,0
20277,yd,display,82,desktop,40,155,0,0
20277,yd,display,20,tablet,10,26,0,0
20277,yd,rtb,115,desktop,56,142,0,0
20277,yd,rtb,33,tablet,16,40,0,0
20277,youtube.com,referral,10,desktop,3,10,0,0
20277,zapmeta.es,referral,10,desktop,3,10,0,0
20277,(direct),(none),2944,desktop,574,16346,0,0
20277,(direct),(none),3,desktop,3,43,0,0
20277,(direct),(none),3,desktop,3,43,0,0
20277,(direct),(none),5377,mobile,1180,27855,33,15264.22261
20277,(direct),(none),3,mobile,3,79,0,0
20277,(direct),(none),10,mobile,7,204,3,1526.422261
20277,(direct),(none),7,mobile,7,155,3,1526.422261
20277,(direct),(none),3,mobile,3,49,0,0
20277,(direct),(none),10,mobile,7,208,0,0
20277,(direct),(none),3,mobile,3,49,3,1526.422261
20277,(direct),(none),7,mobile,7,155,3,1526.422261
20277,(direct),(none),1464,tablet,330,7029,0,0
20277,131.253.14.125,referral,16,desktop,3,211,0,0
20277,abc.es,referral,13,desktop,7,26,0,0
20277,abc.es,referral,7,tablet,3,7,0,0
20277,advergaming,redes sociales,10,desktop,3,20,0,0
20277,airzip.inspsearch.com,referral,7,desktop,3,13,0,0
20277,allrss.es,referral,7,desktop,3,7,0,0
20277,amazon.es,referral,7,desktop,3,40,0,0
20277,as,display,76,desktop,30,264,0,0
20277,as,display,138,mobile,63,277,0,0
20277,as,display,142,tablet,30,587,0,0
20277,as.com,referral,7,tablet,3,0,0,0
20277,ask,organic,73,desktop,16,607,0,0
20277,ask,organic,7,mobile,3,26,0,0
20277,avg,organic,7,desktop,3,20,0,0
20277,babylon,organic,7,desktop,3,59,0,0
20277,bing,organic,1032,desktop,152,7141,0,0
20277,bing,organic,7,desktop,7,56,0,0
20277,bing,organic,3,desktop,3,20,0,0
20277,bing,organic,3,desktop,3,20,0,0
20277,bing,organic,7,mobile,3,26,0,0
20277,bing,organic,122,tablet,16,722,0,0
20277,blog.ofertitas.es,referral,10,desktop,3,30,0,0
20277,blog.ofertitas.es,referral,23,mobile,10,145,0,0
20277,bq,link-building,23,desktop,3,49,0,0
20277,cgi2.nintendo.co.jp,referral,26,desktop,7,135,0,0
20277,col127.mail.live.com,referral,7,desktop,3,79,0,0
20277,cupon.es,promotion,30,desktop,3,119,0,0
20277,cuponesmagicos.com,referral,43,desktop,7,376,36,18277.53755
20277,cuponesmagicos.com,referral,3,desktop,3,33,3,1661.594323
20277,cuponesmagicos.com,referral,3,desktop,3,33,3,1661.594323
20277,cuponesmagicos.com,referral,3,desktop,3,33,3,1661.594323
20277,descuentos.elandroidelibre.com,referral,40,tablet,3,132,0,0
20277,doncupones.com,referral,13,desktop,7,66,0,0
20277,dub112.mail.live.com,referral,33,desktop,3,890,0,0
20277,dub112.mail.live.com,referral,3,desktop,3,89,0,0
20277,dub112.mail.live.com,referral,3,desktop,3,89,0,0
20277,dub112.mail.live.com,referral,3,desktop,3,89,0,0
20277,dub114.mail.live.com,referral,7,desktop,3,20,0,0
20277,dub123.mail.live.com,referral,7,desktop,3,99,0,0
20277,dub126.mail.live.com,referral,40,desktop,3,119,0,0
20277,dub127.mail.live.com,referral,10,desktop,3,20,0,0
20277,dub128.mail.live.com,referral,30,desktop,3,89,0,0
20277,dub129.mail.live.com,referral,30,desktop,3,237,0,0
20277,duckduckgo.com,referral,20,desktop,7,79,0,0
20277,el_pais,display,20,mobile,3,40,0,0
20277,elandroidelibre.com,referral,46,desktop,7,171,0,0
20277,elapuron.com,referral,56,desktop,10,488,0,0
20277,elapuron.com,referral,7,mobile,3,7,0,0
20277,elapuron.com,referral,40,tablet,10,76,0,0
20277,eldia.es,display,152,desktop,30,1081,0,0
20277,eldia.es,display,20,mobile,3,119,0,0
20277,eldia.es,display,69,tablet,23,125,0,0
20277,elotrolado.net,referral,7,desktop,3,7,0,0
20277,elpais,display,340,desktop,112,1213,0,0
20277,elpais,display,53,mobile,20,211,0,0
20277,elpais,display,224,tablet,59,801,0,0
20277,elpais.com,referral,20,desktop,10,13,0,0
20277,elpais.com,referral,43,tablet,10,69,0,0
20277,enterat.com,referral,10,mobile,3,30,0,0
20277,es-es.facebook.com,referral,7,desktop,3,7,0,0
20277,es.remington-europe.com,referral,10,desktop,3,138,0,0
20277,es.search.yahoo.com,referral,201,desktop,36,1484,0,0
20277,es.search.yahoo.com,referral,3,desktop,3,53,0,0
20277,es.search.yahoo.com,referral,3,desktop,3,53,0,0
20277,es.search.yahoo.com,referral,3,desktop,3,53,0,0
20277,expansion.com,referral,7,desktop,3,53,0,0
20277,facebook,rrss,102,desktop,16,280,0,0
20277,facebook,rrss,79,mobile,23,386,0,0
20277,facebook.com,referral,59,desktop,13,148,0,0
20277,facebook.com,referral,3,desktop,3,13,0,0
20277,felipedia.blogia.com,referral,7,desktop,3,7,0,0
20277,forodvd.com,referral,10,desktop,3,49,0,0
20277,gamerzone.avermedia.com,referral,10,mobile,3,10,0,0
20277,geoanalyticsfinder.maporama.com,referral,43,desktop,3,221,0,0
20277,google,cpc,2199,desktop,613,9083,0,0
20277,google,cpc,7,desktop,7,49,0,0
20277,google,cpc,3,desktop,3,69,0,0
20277,google,cpc,3,desktop,3,69,0,0
20277,google,cpc,10,desktop,10,178,0,0
20277,google,cpc,3,desktop,3,69,0,0
20277,google,cpc,2664,mobile,587,13293,0,0
20277,google,cpc,3,mobile,3,36,0,0
20277,google,cpc,3,mobile,3,36,0,0
20277,google,cpc,1586,tablet,349,6970,0,0
20277,google,organic,19705,desktop,4154,113930,26,3479.131048
20277,google,organic,59,desktop,56,874,0,0
20277,google,organic,20,desktop,20,406,0,0
20277,google,organic,10,desktop,10,175,0,0
20277,google,organic,3,desktop,3,30,0,0
20277,google,organic,10,desktop,10,178,0,0
20277,google,organic,33,desktop,30,610,0,0
20277,google,organic,3,desktop,3,7,3,434.891381
20277,google,organic,16,desktop,16,346,0,0
20277,google,organic,3,desktop,3,26,0,0
20277,google,organic,7,desktop,7,208,0,0
20277,google,organic,7,desktop,7,152,0,0
20277,google,organic,11506,mobile,2697,68361,33,17407.52401
20277,google,organic,20,mobile,20,251,0,0
20278,(direct),(none),172262,desktop,79389,248812,290,77377.72999
20278,(direct),(none),3,desktop,3,33,3,1941.862053
20278,(direct),(none),30,desktop,30,300,3,1320.037602
20278,(direct),(none),3,desktop,3,40,3,1991.282277
20278,(direct),(none),20,desktop,20,584,7,293.290404
20278,(direct),(none),20,desktop,20,320,10,4597.069934
20278,(direct),(none),3,desktop,3,36,0,0
20278,(direct),(none),3,desktop,3,46,3,1320.037602
20278,(direct),(none),16,desktop,16,551,10,2869.505051
20278,(direct),(none),23,desktop,20,504,0,0
20278,(direct),(none),16,desktop,16,148,16,4358.276948
20278,(direct),(none),7,desktop,7,138,3,1991.282277
20278,(direct),(none),3,desktop,3,33,3,1941.862053
20278,(direct),(none),10,desktop,10,112,7,395.559608
20278,(direct),(none),30552,mobile,11315,157334,36,3735.00187
20278,(direct),(none),7,mobile,7,43,0,0
20278,(direct),(none),49,mobile,49,471,3,339.545625
20278,(direct),(none),7,mobile,7,30,0,0
20278,(direct),(none),16,mobile,16,132,3,339.545625
20278,(direct),(none),30,mobile,26,452,0,0
20278,(direct),(none),3,mobile,3,30,3,339.545625
20278,(direct),(none),3,mobile,3,16,0,0
20278,(direct),(none),5430,tablet,2070,24529,59,10391.76433
20278,(direct),(none),13,tablet,13,155,3,42.200058
20278,(direct),(none),3,tablet,3,79,3,1246.220469
20278,(direct),(none),3,tablet,3,79,3,1246.220469
20278,(direct),(none),3,tablet,3,23,3,42.200058
20278,(direct),(none),3,tablet,3,56,0,0
20278,(direct),(none),3,tablet,3,79,3,1246.220469
20278,(direct),(none),3,tablet,3,79,3,1246.220469
20278,(direct),(none),3,tablet,3,23,3,42.200058
20278,abc,display,7,desktop,3,20,0,0
20278,abc.es,referral,20,desktop,10,33,0,0
20278,abc.es,referral,7,mobile,3,7,0,0
20278,adslzone.net,referral,86,desktop,36,218,0,0
20278,adslzone.net,referral,23,mobile,10,82,0,0
20278,adslzone.net,referral,7,tablet,3,7,0,0
20278,airzip.inspsearch.com,referral,36,desktop,13,438,0,0
20278,alertaofertas.es,referral,16,desktop,7,43,0,0
20278,amazon.es,referral,7,desktop,3,26,0,0
20278,androidpit.es,referral,26,desktop,13,40,0,0
20278,androidpit.es,referral,23,mobile,10,33,0,0
20278,androidpit.es,referral,7,tablet,3,7,0,0
20278,anuncios.com,referral,26,desktop,13,26,0,0
20278,aol,organic,7,desktop,3,13,0,0
20278,applesfera.com,referral,20,desktop,7,20,0,0
20278,apps.facebook.com,referral,10,desktop,3,10,0,0
20278,archos.com,referral,10,desktop,3,20,0,0
20278,arnovatech.com,referral,7,desktop,3,13,0,0
20278,as,display,940,desktop,369,2588,0,0
20278,as,display,3369,mobile,1500,5262,0,0
20278,as,display,617,tablet,274,1408,0,0
20278,ask,organic,129,desktop,43,1068,0,0
20278,ask,organic,3,desktop,3,82,0,0
20278,ask,organic,3,desktop,3,82,0,0
20278,ask,organic,53,mobile,20,102,0,0
20278,babylon,organic,7,desktop,3,20,0,0
20278,baratometro.es,referral,20,desktop,7,40,0,0
20278,baratometro.es,referral,10,tablet,3,20,0,0
20278,barcelonalowdown.com,referral,69,desktop,20,412,0,0
20278,barcelonalowdown.com,referral,36,mobile,16,132,0,0
20278,billowtechnology.com,referral,20,desktop,10,73,0,0
20278,billowtechnology.com,referral,7,tablet,3,20,0,0
20278,bing,organic,2727,desktop,956,16854,96,53192.54695
20278,bing,organic,3,desktop,3,175,0,0
20278,bing,organic,20,desktop,20,359,10,5415.915907
20278,bing,organic,7,desktop,7,69,0,0
20278,bing,organic,16,desktop,16,303,10,5415.915907
20278,bing,organic,3,desktop,3,33,0,0
20278,bing,organic,7,desktop,7,208,3,2980.346141
20278,bing,organic,3,desktop,3,30,3,1468.957651
20278,bing,organic,3,desktop,3,175,0,0
20278,bing,organic,10,desktop,10,99,7,3946.958256
20278,bing,organic,3,desktop,3,49,0,0
20278,bing,organic,3,desktop,3,36,0,0
20278,bing,organic,3,desktop,3,33,0,0
20278,bing,organic,214,mobile,73,2034,33,7516.885367
20278,bing,organic,3,mobile,3,102,3,751.688537
20278,bing,organic,3,mobile,3,102,3,751.688537
20278,bing,organic,3,mobile,3,102,3,751.688537
20278,bing,organic,3,mobile,3,102,3,751.688537
20278,bing,organic,125,tablet,49,534,0,0
20278,bing.com,referral,7,desktop,3,20,0,0
20278,bit4id.com,referral,40,desktop,16,129,0,0
20278,bit4id.com,referral,7,mobile,3,33,0,0
20278,bit4id.com,referral,7,tablet,3,26,0,0
20278,blog.es.playstation.com,referral,10,desktop,3,30,0,0
20278,blog.ofertitas.es,referral,260,desktop,99,1098,0,0
20278,blog.ofertitas.es,referral,224,mobile,92,613,0,0
20278,blog.ofertitas.es,referral,16,tablet,7,16,0,0
20278,blogdechollos.com,referral,10,desktop,3,40,0,0
20278,bq,link-building,30,desktop,13,106,0,0
20278,bq,link-building,7,tablet,3,7,0,0
20278,bq.com,referral,53,desktop,20,227,0,0
20278,bq.com,referral,10,mobile,3,30,0,0
20278,bq.com,referral,10,tablet,3,40,0,0
20278,bueni.es,referral,10,desktop,3,30,0,0
20278,bueni.es,referral,7,mobile,3,13,0,0
20278,cactusfaq.com,referral,7,desktop,3,7,0,0
20278,canon.es,referral,7,desktop,3,26,0,0
20278,cdn.254a.com,referral,13,desktop,7,20,0,0
20278,cdn.254a.com,referral,7,tablet,3,7,0,0
20278,cdn.viglink.com,referral,10,desktop,3,79,0,0
20278,cdn.viglink.com,referral,36,mobile,16,76,0,0
20278,cdn.viglink.com,referral,20,tablet,10,40,0,0
20278,centrocomercialmontigala.com,referral,23,desktop,10,162,0,0
20278,centrocomercialmontigala.com,referral,30,mobile,10,475,0,0
20278,chollisimo.com,referral,7,mobile,3,20,0,0
20278,chollopop.com,referral,10,desktop,3,30,0,0
20278,ciao,link-building,43,desktop,7,204,0,0
20278,ciao,link-building,10,mobile,3,10,0,0
20278,classifieds.talkie.com,referral,7,desktop,3,7,0,0
20278,computerhoy.com,referral,36,desktop,13,43,0,0
20278,computerhoy.com,referral,7,mobile,3,20,0,0
20278,cupon.es,promotion,7,mobile,3,13,0,0
20278,cuponation.es,referral,7,desktop,3,20,0,0
20278,cuponesmagicos.com,referral,7,mobile,3,7,0,0
20278,cupooon.es,referral,7,desktop,3,7,0,0
20278,devolo.com,referral,20,desktop,10,59,0,0
20278,devolo.com,referral,7,mobile,3,40,0,0
20278,devolo.com,referral,16,tablet,7,188,0,0
20278,diariosur.es,referral,7,mobile,3,7,0,0
20278,dlink.com,referral,53,desktop,23,135,0,0
20278,dscuento.com,referral,7,desktop,3,7,0,0
20278,dub111.mail.live.com,referral,7,mobile,3,40,0,0
20278,dub115.mail.live.com,referral,10,desktop,3,10,0,0
20278,dub121.mail.live.com,referral,7,mobile,3,13,0,0
20278,dub122.mail.live.com,referral,7,desktop,3,7,0,0
20278,dub129.mail.live.com,referral,16,desktop,7,102,0,0
20278,duckduckgo.com,referral,49,desktop,20,171,0,0
20278,duckduckgo.com,referral,7,mobile,3,13,0,0
20278,duckduckgo.com,referral,7,tablet,3,20,0,0
20278,dyson,link-building,7,desktop,3,13,0,0
20278,elandroidelibre.com,referral,148,desktop,53,521,0,0
20278,elandroidelibre.com,referral,168,mobile,66,828,0,0
20278,elandroidelibre.com,referral,26,tablet,13,46,0,0
20278,eldia.es,display,16,desktop,7,82,0,0
20278,eldia.es,display,10,tablet,3,40,0,0
20278,elmundo.es,referral,7,tablet,3,7,0,0
20278,elotrolado.net,referral,13,desktop,7,20,0,0
20278,elotrolado.net,referral,13,mobile,7,13,0,0
20278,elpais,display,2450,desktop,1039,7158,0,0
20278,elpais,display,811,mobile,330,2314,0,0
20278,elpais,display,1121,tablet,458,2710,0,0
20278,elpais,display,3,tablet,3,13,0,0
20278,elpais,display,3,tablet,3,13,0,0
20278,enterat.com,referral,7,desktop,3,20,0,0
20278,epoca1.valenciaplaza.com,referral,7,desktop,3,20,0,0
20278,es-mg42.mail.yahoo.com,referral,10,desktop,3,10,0,0
20278,es.beruby.com,referral,7,desktop,3,46,0,0
20278,es.couponandgo.com,referral,40,desktop,16,317,0,0
20278,es.couponandgo.com,referral,26,mobile,13,138,0,0
20278,es.couponandgo.com,referral,23,tablet,10,92,0,0
20278,es.m.wikipedia.org,referral,7,tablet,3,33,0,0
20278,es.remington-europe.com,referral,33,desktop,16,40,0,0
20278,es.remington-europe.com,referral,16,mobile,7,56,0,0
20278,es.search.yahoo.com,referral,455,desktop,135,2459,0,0
20278,es.search.yahoo.com,referral,7,desktop,7,92,0,0
20278,es.wikipedia.org,referral,16,desktop,7,82,0,0
20278,es.wikomobile.com,referral,23,desktop,10,152,0,0
20278,es.wikomobile.com,referral,7,mobile,3,20,0,0
20278,es.wikomobile.com,referral,10,tablet,3,168,0,0
20278,facebook,rrss,92,desktop,40,165,0,0
20278,facebook,rrss,382,mobile,138,2417,0,0
20278,facebook,rrss,3,mobile,3,129,0,0
20278,facebook,rrss,36,tablet,16,36,0,0
20278,facebook.com,referral,106,desktop,40,221,0,0
20278,facebook.com,referral,7,mobile,3,7,0,0
20278,feedly.com,referral,40,desktop,13,119,0,0
20278,flipboard.com,referral,7,desktop,3,7,0,0
20278,forocoches.com,referral,99,desktop,33,218,0,0
20278,forocoches.com,referral,20,tablet,7,69,0,0
20278,forodvd.com,referral,69,desktop,30,89,0,0
20278,forodvd.com,referral,7,mobile,3,40,0,0
20278,gamerzone.avermedia.com,referral,20,desktop,7,40,0,0
20278,gamerzone.avermedia.com,referral,10,tablet,3,20,0,0
20278,geoanalyticsfinder.maporama.com,referral,20,desktop,10,46,0,0
20278,getmyfox.com,referral,13,desktop,7,59,0,0
20278,getmyfox.com,referral,7,tablet,3,7,0,0
20278,google,cpc,72838,desktop,28076,275527,471,127667.4404
20278,google,cpc,3,desktop,3,36,0,0
20278,google,cpc,168,desktop,168,1942,40,11806.94988
20278,google,cpc,10,desktop,10,165,0,0
20278,google,cpc,30,desktop,30,722,3,952.76522
20278,google,cpc,3,desktop,3,13,0,0
20278,google,cpc,92,desktop,92,1187,33,10057.92231
20278,google,cpc,10,desktop,10,191,0,0
20278,google,cpc,26,desktop,26,323,10,4903.778638
20278,google,cpc,13,desktop,13,198,13,2620.986271
20278,google,cpc,79,desktop,79,1058,13,4191.553749
20278,google,cpc,49,desktop,49,653,33,10285.67075
20278,google,cpc,20,desktop,20,501,3,952.76522
20278,google,cpc,3,desktop,3,33,3,326.292169
20278,google,cpc,3,desktop,3,16,0,0
20278,google,cpc,3,desktop,3,46,0,0
20278,google,cpc,7,desktop,7,122,3,79.487766
20278,google,cpc,7,desktop,7,53,0,0
20278,google,cpc,31314,mobile,12614,111197,76,30179.63537
20278,google,cpc,13,mobile,13,135,0,0
20278,google,cpc,10,mobile,10,171,3,916.532514
20278,google,cpc,10,mobile,10,92,3,1674.81481
20278,google,cpc,13,mobile,13,175,0,0
20278,google,cpc,7,mobile,7,89,7,2591.347324
20278,google,cpc,10,mobile,10,171,3,916.532514
20278,google,cpc,24123,tablet,9386,94644,89,49627.16954
20278,google,cpc,40,tablet,40,452,0,0
20278,google,cpc,3,tablet,3,125,7,1114.24638
20278,google,cpc,10,tablet,10,237,3,4399.883568
20278,google,cpc,13,tablet,13,214,7,1114.24638
20278,google,cpc,3,tablet,3,69,3,4399.883568
20278,google,cpc,23,tablet,23,399,7,1114.24638
20278,google,cpc,10,tablet,10,208,10,5514.129948
20278,google,cpc,7,tablet,7,178,7,1114.24638
20278,google,organic,57003,desktop,20582,241688,636,144946.551
20278,google,organic,20,desktop,20,412,10,430.011999
20278,google,organic,155,desktop,155,1784,40,6850.783823
20278,google,organic,43,desktop,43,1019,23,6960.141318
20278,google,organic,3,desktop,3,40,3,263.58552
20278,google,organic,69,desktop,69,907,26,4809.652727
20278,google,organic,3,desktop,3,79,3,817.626128
20278,google,organic,30,desktop,30,432,13,2525.014107
20278,google,organic,20,desktop,20,303,10,955.996162
20278,google,organic,43,desktop,43,890,13,1398.668179
20278,google,organic,73,desktop,73,1461,53,12854.92898
20278,google,organic,36,desktop,36,992,16,4850.698877
20278,google,organic,3,desktop,3,142,3,903.344996
20278,google,organic,7,desktop,7,198,3,36.265675
20278,google,organic,20,desktop,20,300,10,1446.967464
20278,google,organic,10,desktop,10,237,3,197.746835
20278,google,organic,3,desktop,3,86,3,678.464842
20278,google,organic,45101,mobile,16666,228945,0,0
20278,google,organic,59,mobile,59,755,0,0
20278,google,organic,20,mobile,20,706,0,0
20278,google,organic,40,mobile,40,982,0,0
20278,google,organic,7,mobile,7,165,0,0
20278,google,organic,7,mobile,7,155,0,0
20278,google,organic,56,mobile,56,1612,0,0
20278,google,organic,7,mobile,7,455,0,0
20278,google,organic,20,mobile,20,706,0,0
20278,google,organic,3,mobile,3,59,0,0
20278,google,organic,9877,tablet,3603,44208,73,14941.09545
20278,google,organic,3,tablet,3,49,3,900.015147
20278,google,organic,16,tablet,16,178,3,458.266257
20278,google,organic,3,tablet,3,49,3,900.015147
20278,google,organic,3,tablet,3,43,0,0
20278,google,organic,3,tablet,3,20,0,0
20278,google,organic,7,tablet,7,69,7,1358.281404
20278,google,organic,3,tablet,3,69,0,0
20278,google,organic,3,tablet,3,36,0,0
20278,google,organic,3,tablet,3,43,0,0
20278,google,organic,3,tablet,3,20,3,458.266257
20278,google.com,referral,30,desktop,13,30,0,0
20278,google.es,referral,46,desktop,10,76,0,0
20278,google.es,referral,16,mobile,7,36,0,0
20278,google.es,referral,10,tablet,3,10,0,0
20278,google.ie,referral,10,desktop,3,10,0,0
20278,googleweblight.com,referral,7,desktop,3,7,0,0
20278,govome.inspsearch.com,referral,7,desktop,3,20,0,0
20278,horoscopo.abc.es,referral,13,mobile,7,13,0,0
20278,huawei,link-building,99,desktop,33,109,0,0
20278,huawei,link-building,79,mobile,26,148,0,0
20278,huawei,link-building,59,tablet,20,109,0,0
20278,huaweispain.com,referral,732,desktop,244,890,0,0
20278,huaweispain.com,referral,488,mobile,152,837,0,0
20278,huaweispain.com,referral,148,tablet,49,158,0,0
20278,iddesign.ipapercms.dk,referral,10,desktop,3,49,0,0
20278,indeed.es,referral,7,desktop,3,13,0,0
20278,int.search.tb.ask.com,referral,49,desktop,10,465,0,0
20278,josamo.info,referral,7,desktop,3,26,0,0
20278,kingtale3.inspsearch.com,referral,36,desktop,7,363,0,0
20278,krups,link-building,16,desktop,7,56,0,0
20278,laliga.es,referral,16,desktop,7,46,0,0
20278,laliga.es,referral,7,mobile,3,7,0,0
20278,laverdad.es,referral,13,mobile,7,13,0,0
20278,lavozdegalicia.es,referral,49,mobile,13,686,0,0
20278,lavozdegalicia.es,referral,13,tablet,7,13,0,0
20278,lenovo,display,227,desktop,76,346,0,0
20278,lenovo,display,10,mobile,3,10,0,0
20278,lenovo,display,40,tablet,13,40,0,0
20278,lenovo,link-building,30,desktop,13,40,0,0
20278,lg,link-building,501,desktop,155,1085,0,0
20278,lg,link-building,257,mobile,79,504,0,0
20278,lg,link-building,125,tablet,26,607,33,9989.215339
20278,lg,link-building,3,tablet,3,33,3,998.921534
20278,lg,link-building,3,tablet,3,33,3,998.921534
20278,m.applesfera.com,referral,20,mobile,7,20,0,0
20278,m.facebook.com,referral,56,mobile,20,191,0,0
20278,m.facebook.com,referral,36,tablet,13,145,0,0
20278,m.forocoches.com,referral,49,mobile,16,49,0,0
20278,m.sevilla.abc.es,referral,7,mobile,3,13,0,0
20278,m.xataka.com,referral,155,mobile,46,462,0,0
20278,m.xatakahome.com,referral,7,mobile,3,7,0,0
20278,mail.google.com,referral,20,desktop,7,30,0,0
20278,mail.google.com,referral,26,mobile,10,138,0,0
20278,marinedacity.com,referral,7,desktop,3,13,0,0
20278,marketingnews.es,referral,33,desktop,16,46,0,0
20278,mediavida.com,referral,10,desktop,3,10,0,0
20278,meixueiro.es,referral,7,desktop,3,13,0,0
20278,mesientodecine.com,referral,7,desktop,3,7,0,0
20278,microsoft.com,referral,23,desktop,10,33,0,0
20278,microsoft.com,referral,7,tablet,3,7,0,0
20278,minderest.com,referral,10,desktop,3,20,0,0
20278,mobile.thrustmaster.com,referral,7,tablet,3,26,0,0
20278,motorola.es,referral,30,desktop,13,76,0,0
20278,moulinex,link-building,59,desktop,30,158,0,0
20278,moulinex,link-building,23,mobile,10,49,0,0
20278,moulinex,link-building,10,tablet,3,59,0,0
20278,movilzona.es,referral,36,desktop,13,79,0,0
20278,movilzona.es,referral,13,mobile,7,59,0,0
20278,my.parallaxsearch.com,referral,76,desktop,33,313,0,0
20278,mys.yoursearch.me,referral,40,desktop,13,109,0,0
20278,mysearch.com,referral,10,desktop,3,69,0,0
20278,mysearch.com,referral,33,mobile,13,300,0,0
20278,mystart2.dealwifi.com,referral,10,desktop,3,148,0,0
20278,netgear.es,referral,46,desktop,20,76,0,0
20278,netgear.es,referral,7,mobile,3,33,0,0
20278,nikon,link-building,13,desktop,7,20,0,0
20278,nikon,link-building,7,mobile,3,7,0,0
20278,nilox.com,referral,7,desktop,3,40,0,0
20278,nosinmibarba.com,referral,10,desktop,3,20,0,0
20278,nvidia.es,referral,13,desktop,7,20,0,0
20278,nvidia.es,referral,13,mobile,7,33,0,0
20278,ocu.org,referral,69,desktop,23,79,0,0
20278,ocu.org,referral,40,mobile,7,129,0,0
20278,ocu.org,referral,20,tablet,7,30,0,0
20278,ofertaman.com,referral,129,desktop,43,227,0,0
20278,ofertaman.com,referral,10,mobile,3,10,0,0
20278,ofertamanmovil.com,referral,10,tablet,3,10,0,0
20278,packardbell.es,referral,7,desktop,3,13,0,0
20278,panasonic,link-building,7,desktop,3,7,0,0
20278,panasonic.com,referral,30,desktop,3,504,0,0
20278,panasonic.com,referral,3,desktop,3,56,0,0
20278,panasonic.com,referral,7,tablet,3,26,0,0
20278,parcdaro.com,referral,7,desktop,3,7,0,0
20278,parcdaro.com,referral,10,mobile,3,188,0,0
20278,paypal.es,referral,33,desktop,13,148,0,0
20278,paypal.es,referral,40,mobile,3,317,0,0
20278,paypal.es,referral,3,mobile,3,26,0,0
20278,paypal.es,referral,3,mobile,3,26,0,0
20278,paypal.es,referral,3,mobile,3,26,0,0
20278,periodicopublicidad.com,referral,7,desktop,3,46,0,0
20278,petitchef.es,referral,7,tablet,3,7,0,0
